 #  Year Month Day Hour Minute Second VelX VelY VelZ SNR1 SNR2 SNR3 
 ()    () ()  ()   ()   ()   ()  (ft/s) (ft/s) (ft/s) (dB) (dB) (dB)
  8 2018 05 23 15 52 38  3.0482 -0.4800  0.0000  24.9  22.4   0.0 
  8 2018 05 23 15 52 39  3.0938 -0.1302  0.0000  24.9  23.6   0.0 
  8 2018 05 23 15 52 40  2.8675 -0.3130  0.0000  24.9  22.8   0.0 
  8 2018 05 23 15 52 41  2.9501  0.3337  0.0000  23.6  22.4   0.0 
  8 2018 05 23 15 52 42  1.8297 -0.7156  0.0000  26.7  23.6   0.0 
  8 2018 05 23 15 52 43  3.5187 -0.0200  0.0000  24.5  22.8   0.0 
  8 2018 05 23 15 52 44  2.8176 -0.2178  0.0000  26.2  23.6   0.0 
  8 2018 05 23 15 52 45  2.8488 -0.4839  0.0000  26.7  24.1   0.0 
  8 2018 05 23 15 52 46  2.6532  0.4186  0.0000  27.1  25.8   0.0 
  8 2018 05 23 15 52 47  3.0023 -0.1575  0.0000  24.9  24.1   0.0 
  8 2018 05 23 15 52 48  3.4432 -0.3442  0.0000  25.4  23.6   0.0 
  8 2018 05 23 15 52 49  3.1450  0.3045  0.0000  24.1  22.4   0.0 
  8 2018 05 23 15 52 50  2.9032 -0.0486  0.0000  25.4  22.4   0.0 
  8 2018 05 23 15 52 51  1.8691 -0.4603  0.0000  24.9  23.6   0.0 
  8 2018 05 23 15 52 52  3.3504 -0.6827  0.0000  25.4  23.6   0.0 
  8 2018 05 23 15 52 53  3.6325 -0.3707  0.0000  26.2  24.5   0.0 
  9 2018 05 23 15 53 24  3.3776 -0.7051  0.0000  25.4  24.1   0.0 
  9 2018 05 23 15 53 25  3.1709 -1.1417  0.0000  27.1  24.5   0.0 
  9 2018 05 23 15 53 26  2.9629  0.0098  0.0000  24.5  23.2   0.0 
  9 2018 05 23 15 53 27  2.8481  0.3602  0.0000  25.4  24.1   0.0 
  9 2018 05 23 15 53 28  4.2507 -0.0502  0.0000  24.9  23.2   0.0 
  9 2018 05 23 15 53 29  2.9836 -0.6965  0.0000  27.1  25.8   0.0 
  9 2018 05 23 15 53 30  1.5512 -0.1276  0.0000  24.9  23.6   0.0 
  9 2018 05 23 15 53 31  2.1781 -1.0479  0.0000  25.4  23.6   0.0 
  9 2018 05 23 15 53 32  3.2293  0.0358  0.0000  24.9  24.5   0.0 
  9 2018 05 23 15 53 33  3.6463  0.1506  0.0000  24.5  23.6   0.0 
  9 2018 05 23 15 53 34  3.4642 -0.1509  0.0000  25.4  23.6   0.0 
  9 2018 05 23 15 53 35  3.7523  0.0636  0.0000  25.4  24.9   0.0 
  9 2018 05 23 15 53 36  1.5984  0.5764  0.0000  25.4  22.8   0.0 
  9 2018 05 23 15 53 37  4.4836 -0.4032  0.0000  24.9  23.2   0.0 
  9 2018 05 23 15 53 38  3.2566  0.1512  0.0000  25.4  23.6   0.0 
  9 2018 05 23 15 53 39  2.6503 -0.0751  0.0000  25.4  22.4   0.0 
  9 2018 05 23 15 53 40  2.2385 -0.1247  0.0000  24.5  22.8   0.0 
  9 2018 05 23 15 53 41  3.0200 -0.5328  0.0000  26.2  24.1   0.0 
  9 2018 05 23 15 53 42  3.9209 -0.3291  0.0000  24.5  23.6   0.0 
  9 2018 05 23 15 53 43  2.9199 -0.2178  0.0000  24.9  24.5   0.0 
  9 2018 05 23 15 53 44  3.1657 -0.0072  0.0000  26.2  24.5   0.0 
  9 2018 05 23 15 53 45  3.6749  0.1142  0.0000  25.8  23.6   0.0 
  9 2018 05 23 15 53 46  2.7726 -0.5220  0.0000  26.2  24.1   0.0 
  9 2018 05 23 15 53 47  1.4124 -0.1962  0.0000  24.1  22.4   0.0 
  9 2018 05 23 15 53 48  2.1342 -0.2713  0.0000  25.4  23.6   0.0 
  9 2018 05 23 15 53 49  2.8960 -0.4409  0.0000  24.9  23.6   0.0 
  9 2018 05 23 15 53 50  1.4278  0.0978  0.0000  25.4  23.6   0.0 
  9 2018 05 23 15 53 51  2.8320  0.0010  0.0000  24.9  22.8   0.0 
  9 2018 05 23 15 53 52  1.1778 -0.0220  0.0000  24.5  24.1   0.0 
  9 2018 05 23 15 53 53  3.3409 -0.0669  0.0000  24.1  23.6   0.0 
  9 2018 05 23 15 53 54  3.7274 -0.1686  0.0000  25.4  24.1   0.0 
  9 2018 05 23 15 53 55  2.6115 -0.1900  0.0000  24.1  23.6   0.0 
  9 2018 05 23 15 53 56  3.0249 -0.4360  0.0000  24.9  24.5   0.0 
  9 2018 05 23 15 53 57  3.4167 -0.3350  0.0000  25.4  23.2   0.0 
  9 2018 05 23 15 53 58  3.7234  0.2759  0.0000  24.5  24.1   0.0 
  9 2018 05 23 15 53 59  2.6647 -0.7762  0.0000  24.9  23.2   0.0 
  9 2018 05 23 15 54 00  1.6352  0.6516  0.0000  25.4  23.6   0.0 
  9 2018 05 23 15 54 01  2.5249 -0.6804  0.0000  25.4  23.2   0.0 
  9 2018 05 23 15 54 02  3.5699 -0.2835  0.0000  26.2  23.2   0.0 
  9 2018 05 23 15 54 03  2.2169 -0.5112  0.0000  25.8  24.1   0.0 
 10 2018 05 23 15 54 47  3.3606 -0.1844  0.0000  26.7  24.9   0.0 
 10 2018 05 23 15 54 48  3.1978 -0.7415  0.0000  24.9  23.2   0.0 
 10 2018 05 23 15 54 49  3.5876 -0.4134  0.0000  24.9  23.6   0.0 
 10 2018 05 23 15 54 50  3.4554 -0.6913  0.0000  25.8  22.8   0.0 
 10 2018 05 23 15 54 51  2.0915  0.0233  0.0000  24.9  24.1   0.0 
 10 2018 05 23 15 54 52  3.0344 -0.5351  0.0000  24.9  23.6   0.0 
 10 2018 05 23 15 54 53  2.6864 -0.2936  0.0000  25.4  23.6   0.0 
 10 2018 05 23 15 54 54  3.2444  0.0919  0.0000  23.2  23.2   0.0 
 10 2018 05 23 15 54 55  2.3681  0.2352  0.0000  24.1  24.1   0.0 
 10 2018 05 23 15 54 56  1.5344 -0.6962  0.0000  25.4  23.6   0.0 
 10 2018 05 23 15 54 57  3.0085 -0.3570  0.0000  26.2  23.2   0.0 
 10 2018 05 23 15 54 58  1.7556 -0.6519  0.0000  25.4  24.9   0.0 
 10 2018 05 23 15 54 59  2.0771 -0.5883  0.0000  24.9  23.2   0.0 
 10 2018 05 23 15 55 00  2.3783 -0.3350  0.0000  24.9  23.2   0.0 
 10 2018 05 23 15 55 01  2.8707 -0.2083  0.0000  24.9  22.4   0.0 
 10 2018 05 23 15 55 02  3.6152 -0.0246  0.0000  24.5  23.2   0.0 
 10 2018 05 23 15 55 03  2.9738 -0.6001  0.0000  25.4  21.9   0.0 
 10 2018 05 23 15 55 04  2.6280 -0.2694  0.0000  22.8  23.2   0.0 
 10 2018 05 23 15 55 05  3.2723 -0.3133  0.0000  24.5  23.2   0.0 
 10 2018 05 23 15 55 06  3.2940 -0.4101  0.0000  24.9  24.1   0.0 
 10 2018 05 23 15 55 07  2.7648  0.3094  0.0000  24.1  23.2   0.0 
 10 2018 05 23 15 55 08  3.2949 -0.6663  0.0000  24.1  23.6   0.0 
 10 2018 05 23 15 55 09  3.7405 -0.4088  0.0000  24.9  23.6   0.0 
 10 2018 05 23 15 55 10  3.8130 -0.6644  0.0000  24.9  22.8   0.0 
 10 2018 05 23 15 55 11  3.9852 -0.5860  0.0000  24.9  23.6   0.0 
 10 2018 05 23 15 55 12  2.7598 -0.5066  0.0000  24.1  22.8   0.0 
 10 2018 05 23 15 55 13  3.2057 -0.7562  0.0000  24.5  22.8   0.0 
 10 2018 05 23 15 55 14  3.3409 -0.5049  0.0000  24.9  24.1   0.0 
 10 2018 05 23 15 55 15  2.4062 -1.1873  0.0000  24.1  24.1   0.0 
 10 2018 05 23 15 55 16  5.8688  0.1463  0.0000  23.6  24.1   0.0 
 10 2018 05 23 15 55 17  3.3074 -0.2864  0.0000  25.4  24.9   0.0 
 10 2018 05 23 15 55 18  3.0377 -0.3212  0.0000  24.5  24.1   0.0 
 10 2018 05 23 15 55 19  3.3455 -0.7408  0.0000  24.5  22.8   0.0 
 10 2018 05 23 15 55 20  3.0797 -0.4862  0.0000  25.4  24.1   0.0 
 10 2018 05 23 15 55 21  2.6407 -0.2835  0.0000  23.6  23.2   0.0 
 10 2018 05 23 15 55 22  3.3596 -0.0732  0.0000  25.4  23.2   0.0 
 10 2018 05 23 15 55 23  3.0367 -0.1680  0.0000  24.9  23.2   0.0 
 10 2018 05 23 15 55 24  2.7530  0.2851  0.0000  24.9  24.5   0.0 
 10 2018 05 23 15 55 25  2.9797  0.0853  0.0000  26.7  24.9   0.0 
 10 2018 05 23 15 55 26  2.7480 -0.2641  0.0000  25.8  23.2   0.0 
 11 2018 05 23 15 56 13  2.6631 -0.4209  0.0000  25.4  25.4   0.0 
 11 2018 05 23 15 56 14  1.7064 -0.3812  0.0000  24.9  23.2   0.0 
 11 2018 05 23 15 56 15  2.4121 -0.4390  0.0000  24.5  23.6   0.0 
 11 2018 05 23 15 56 16  1.4662 -0.1719  0.0000  25.8  24.1   0.0 
 11 2018 05 23 15 56 17  1.3642  0.2100  0.0000  25.8  23.6   0.0 
 11 2018 05 23 15 56 18  2.0620 -0.7566  0.0000  24.5  22.4   0.0 
 11 2018 05 23 15 56 19  2.5548  0.2772  0.0000  24.5  23.6   0.0 
 11 2018 05 23 15 56 20  2.8868  0.2382  0.0000  24.9  24.1   0.0 
 11 2018 05 23 15 56 21  2.0184 -0.6877  0.0000  25.4  24.5   0.0 
 11 2018 05 23 15 56 22  2.3494 -0.5387  0.0000  25.8  23.2   0.0 
 11 2018 05 23 15 56 23  3.1545  0.2799  0.0000  25.4  24.1   0.0 
 11 2018 05 23 15 56 24  2.4524 -0.9793  0.0000  24.5  24.1   0.0 
 11 2018 05 23 15 56 25  1.7641  0.1089  0.0000  25.4  24.1   0.0 
 11 2018 05 23 15 56 26  1.9823 -0.0597  0.0000  23.6  23.2   0.0 
 11 2018 05 23 15 56 27  0.9603 -0.1696  0.0000  23.2  21.9   0.0 
 11 2018 05 23 15 56 28  1.5568 -0.1877  0.0000  24.9  23.2   0.0 
 11 2018 05 23 15 56 29  2.7474  0.7359  0.0000  25.4  23.6   0.0 
 11 2018 05 23 15 56 30  1.9272  0.4416  0.0000  24.9  23.2   0.0 
 11 2018 05 23 15 56 31  2.3123 -0.3281  0.0000  24.5  24.1   0.0 
 11 2018 05 23 15 56 32  1.9560  0.0951  0.0000  23.2  22.8   0.0 
 11 2018 05 23 15 56 33  2.5568  0.0456  0.0000  25.4  24.1   0.0 
 11 2018 05 23 15 56 34  4.4954  0.0620  0.0000  25.8  24.5   0.0 
 11 2018 05 23 15 56 35  2.0738 -0.0138  0.0000  24.1  23.2   0.0 
 11 2018 05 23 15 56 36  2.5390 -0.4639  0.0000  25.4  24.1   0.0 
 11 2018 05 23 15 56 37  3.1306 -0.1512  0.0000  25.4  24.5   0.0 
 11 2018 05 23 15 56 38  3.1316  1.0148  0.0000  24.5  23.2   0.0 
 11 2018 05 23 15 56 39  2.0587 -0.6601  0.0000  24.9  23.6   0.0 
 11 2018 05 23 15 56 40  3.2602 -0.7195  0.0000  25.8  23.6   0.0 
 11 2018 05 23 15 56 41  1.0295 -0.1667  0.0000  25.4  23.6   0.0 
 11 2018 05 23 15 56 42  3.4846 -0.3953  0.0000  24.9  24.5   0.0 
 11 2018 05 23 15 56 43  1.1490  0.5614  0.0000  24.5  23.2   0.0 
 11 2018 05 23 15 56 44  2.2215 -0.3274  0.0000  25.4  22.8   0.0 
 11 2018 05 23 15 56 45  4.0131  0.0082  0.0000  25.4  24.1   0.0 
 11 2018 05 23 15 56 46  1.5354 -0.2976  0.0000  25.4  23.2   0.0 
 11 2018 05 23 15 56 47  1.7221 -0.1841  0.0000  24.5  23.6   0.0 
 11 2018 05 23 15 56 48  2.8812  0.2657  0.0000  23.6  23.2   0.0 
 11 2018 05 23 15 56 49  2.9593  0.3222  0.0000  27.1  24.1   0.0 
 11 2018 05 23 15 56 50  1.4150  0.0079  0.0000  24.5  23.6   0.0 
 11 2018 05 23 15 56 51  1.5531  0.8678  0.0000  25.8  22.8   0.0 
 11 2018 05 23 15 56 52  2.3809 -0.0745  0.0000  24.1  23.6   0.0 
 12 2018 05 23 15 57 28  3.3094 -0.0302  0.0000  25.8  25.4   0.0 
 12 2018 05 23 15 57 29  2.3957  0.0587  0.0000  27.1  23.6   0.0 
 12 2018 05 23 15 57 30  2.4639 -0.0397  0.0000  25.4  24.1   0.0 
 12 2018 05 23 15 57 31  3.0879 -0.1765  0.0000  24.9  23.6   0.0 
 12 2018 05 23 15 57 32  1.8202  0.0141  0.0000  26.7  24.5   0.0 
 12 2018 05 23 15 57 33  3.0856 -0.2008  0.0000  25.8  25.4   0.0 
 12 2018 05 23 15 57 34  1.3724 -0.0282  0.0000  24.9  23.6   0.0 
 12 2018 05 23 15 57 35  3.0180 -0.1371  0.0000  26.7  24.5   0.0 
 12 2018 05 23 15 57 36  2.8530 -0.3717  0.0000  25.4  24.9   0.0 
 12 2018 05 23 15 57 37  2.2657 -0.0253  0.0000  26.7  24.9   0.0 
 12 2018 05 23 15 57 38  3.4554 -0.8451  0.0000  26.7  24.1   0.0 
 12 2018 05 23 15 57 39  2.4852 -0.5827  0.0000  26.7  24.5   0.0 
 12 2018 05 23 15 57 40  2.8314 -0.0007  0.0000  25.4  24.1   0.0 
 12 2018 05 23 15 57 41  2.5341  0.4242  0.0000  25.4  23.6   0.0 
 12 2018 05 23 15 57 42  2.6470 -0.0912  0.0000  26.7  23.2   0.0 
 12 2018 05 23 15 57 43  3.3868 -0.3960  0.0000  24.9  24.5   0.0 
 12 2018 05 23 15 57 44  2.6394 -0.0610  0.0000  24.9  25.4   0.0 
 12 2018 05 23 15 57 45  3.0610 -0.8970  0.0000  24.5  23.6   0.0 
 12 2018 05 23 15 57 46  2.2516 -0.1437  0.0000  25.4  25.4   0.0 
 12 2018 05 23 15 57 47  2.5492  0.0404  0.0000  26.2  24.9   0.0 
 12 2018 05 23 15 57 48  2.2441 -0.0505  0.0000  26.2  24.5   0.0 
 12 2018 05 23 15 57 49  3.0656 -0.0958  0.0000  24.9  23.6   0.0 
 12 2018 05 23 15 57 50  2.0295  0.5817  0.0000  24.1  24.1   0.0 
 12 2018 05 23 15 57 51  3.1837 -0.4672  0.0000  26.2  23.6   0.0 
 12 2018 05 23 15 57 52  3.0289 -0.8642  0.0000  24.9  24.1   0.0 
 12 2018 05 23 15 57 53  2.4813 -0.1654  0.0000  25.4  24.5   0.0 
 12 2018 05 23 15 57 54  2.9140 -0.3153  0.0000  25.8  25.4   0.0 
 12 2018 05 23 15 57 55  2.1722 -0.3241  0.0000  25.4  23.6   0.0 
 12 2018 05 23 15 57 56  2.3094 -0.7828  0.0000  24.5  23.6   0.0 
 12 2018 05 23 15 57 57  2.4170 -0.2254  0.0000  24.9  23.6   0.0 
 12 2018 05 23 15 57 58  3.2536 -0.2930  0.0000  25.4  24.1   0.0 
 12 2018 05 23 15 57 59  2.7920  0.0335  0.0000  25.8  24.1   0.0 
 12 2018 05 23 15 58 00  2.7264  0.0968  0.0000  25.4  24.1   0.0 
 12 2018 05 23 15 58 01  2.4285 -0.5259  0.0000  25.8  24.1   0.0 
 12 2018 05 23 15 58 02  3.0039 -0.4022  0.0000  24.9  24.5   0.0 
 12 2018 05 23 15 58 03  2.3632 -0.2635  0.0000  26.2  24.1   0.0 
 12 2018 05 23 15 58 04  3.1532 -0.8796  0.0000  25.4  24.5   0.0 
 12 2018 05 23 15 58 05  3.8993 -0.1273  0.0000  24.5  23.2   0.0 
 12 2018 05 23 15 58 06  2.3038 -0.8763  0.0000  24.5  23.2   0.0 
 12 2018 05 23 15 58 07  2.6713 -0.0466  0.0000  26.2  25.8   0.0 
 13 2018 05 23 15 59 28  3.4747 -0.4183  0.0000  25.8  24.9   0.0 
 13 2018 05 23 15 59 29  2.6411 -0.0942  0.0000  25.8  24.1   0.0 
 13 2018 05 23 15 59 30  2.6755  0.2175  0.0000  27.1  24.5   0.0 
 13 2018 05 23 15 59 31  0.4646  0.0948  0.0000  25.8  23.2   0.0 
 13 2018 05 23 15 59 32  2.2510 -0.5292  0.0000  27.1  25.4   0.0 
 13 2018 05 23 15 59 33  4.3576 -0.7365  0.0000  29.2  25.8   0.0 
 13 2018 05 23 15 59 34  3.9980 -0.2877  0.0000  24.9  24.1   0.0 
 13 2018 05 23 15 59 35  3.1483 -0.8071  0.0000  25.8  23.6   0.0 
 13 2018 05 23 15 59 36  3.4938 -0.7605  0.0000  27.1  24.1   0.0 
 13 2018 05 23 15 59 37  2.1588  0.3822  0.0000  25.4  24.5   0.0 
 13 2018 05 23 15 59 38  3.1194  0.1079  0.0000  25.4  24.9   0.0 
 13 2018 05 23 15 59 39  2.0420 -0.1745  0.0000  26.2  24.9   0.0 
 13 2018 05 23 15 59 40  3.1821  0.4826  0.0000  26.7  24.1   0.0 
 13 2018 05 23 15 59 41  3.4259 -0.0581  0.0000  26.7  24.9   0.0 
 13 2018 05 23 15 59 42  3.3330 -0.3806  0.0000  26.2  25.8   0.0 
 13 2018 05 23 15 59 43  3.9521 -0.0236  0.0000  26.7  24.5   0.0 
 13 2018 05 23 15 59 44  3.0463 -0.0623  0.0000  24.5  24.1   0.0 
 13 2018 05 23 15 59 45  3.0755 -0.6109  0.0000  26.7  24.9   0.0 
 13 2018 05 23 15 59 46  3.3222 -0.2346  0.0000  25.4  24.1   0.0 
 13 2018 05 23 15 59 47  4.6152  0.1647  0.0000  25.8  23.6   0.0 
 13 2018 05 23 15 59 48  2.3993 -0.0167  0.0000  26.7  26.2   0.0 
 13 2018 05 23 15 59 49  3.1444 -0.2949  0.0000  26.2  24.5   0.0 
 13 2018 05 23 15 59 50  3.5492 -0.0023  0.0000  27.1  24.1   0.0 
 13 2018 05 23 15 59 51  3.8356 -0.3924  0.0000  25.4  24.5   0.0 
 13 2018 05 23 15 59 52  4.9439  0.2110  0.0000  24.1  24.1   0.0 
 13 2018 05 23 15 59 53  2.5705 -0.2241  0.0000  26.2  24.9   0.0 
 13 2018 05 23 15 59 54  3.4944 -0.1949  0.0000  25.8  23.6   0.0 
 13 2018 05 23 15 59 55  3.7631 -0.3757  0.0000  26.2  24.5   0.0 
 13 2018 05 23 15 59 56  3.2451  0.0650  0.0000  25.8  24.5   0.0 
 13 2018 05 23 15 59 57  3.0456 -0.0295  0.0000  24.9  22.8   0.0 
 13 2018 05 23 15 59 58  2.4610 -0.2746  0.0000  27.1  23.6   0.0 
 13 2018 05 23 15 59 59  3.3025  0.0518  0.0000  25.4  24.1   0.0 
 13 2018 05 23 16 00 00  2.4291 -0.0062  0.0000  27.1  24.9   0.0 
 13 2018 05 23 16 00 01  3.2595 -0.4462  0.0000  25.4  24.9   0.0 
 13 2018 05 23 16 00 02  3.4229 -0.2516  0.0000  25.4  24.5   0.0 
 13 2018 05 23 16 00 03  2.8645 -0.2612  0.0000  25.8  24.1   0.0 
 13 2018 05 23 16 00 04  1.1818  0.2638  0.0000  25.4  24.9   0.0 
 13 2018 05 23 16 00 05  3.1650  0.4042  0.0000  26.2  24.9   0.0 
 13 2018 05 23 16 00 06  3.3196  0.0456  0.0000  27.1  24.1   0.0 
 13 2018 05 23 16 00 07  3.7241 -0.1864  0.0000  25.4  24.1   0.0 
 14 2018 05 23 16 00 40  2.8783  0.4518  0.0000  26.2  24.9   0.0 
 14 2018 05 23 16 00 41  3.0187  0.1424  0.0000  26.2  25.4   0.0 
 14 2018 05 23 16 00 42  3.0266  0.3150  0.0000  25.8  24.1   0.0 
 14 2018 05 23 16 00 43  2.7520  0.3507  0.0000  26.2  24.5   0.0 
 14 2018 05 23 16 00 44  3.3586  0.3757  0.0000  25.8  24.9   0.0 
 14 2018 05 23 16 00 45  3.1490 -0.1319  0.0000  25.4  24.1   0.0 
 14 2018 05 23 16 00 46  3.4029  0.0276  0.0000  24.9  24.5   0.0 
 14 2018 05 23 16 00 47  2.2910  0.1047  0.0000  24.9  23.2   0.0 
 14 2018 05 23 16 00 48  2.3921  0.1375  0.0000  25.8  24.1   0.0 
 14 2018 05 23 16 00 49  1.5620  0.0787  0.0000  26.2  24.9   0.0 
 14 2018 05 23 16 00 50  1.8543  0.0171  0.0000  25.8  24.5   0.0 
 14 2018 05 23 16 00 51  2.3268  0.2959  0.0000  27.1  24.5   0.0 
 14 2018 05 23 16 00 52  2.1165  0.2224  0.0000  26.7  24.9   0.0 
 14 2018 05 23 16 00 53  1.7861  0.9426  0.0000  27.1  25.4   0.0 
 14 2018 05 23 16 00 54  2.3839  0.7077  0.0000  26.7  24.5   0.0 
 14 2018 05 23 16 00 55  2.8668  0.2051  0.0000  25.4  24.5   0.0 
 14 2018 05 23 16 00 56  3.3819  0.4016  0.0000  24.9  22.8   0.0 
 14 2018 05 23 16 00 57  3.0554 -0.0262  0.0000  25.4  23.6   0.0 
 14 2018 05 23 16 00 58  2.1995  0.6476  0.0000  25.8  24.9   0.0 
 14 2018 05 23 16 00 59  2.2044  0.5617  0.0000  24.9  24.1   0.0 
 14 2018 05 23 16 01 00  3.3885  0.2238  0.0000  25.4  23.6   0.0 
 14 2018 05 23 16 01 01  1.8294  0.6204  0.0000  27.1  24.1   0.0 
 14 2018 05 23 16 01 02  3.0988  0.2382  0.0000  27.1  23.6   0.0 
 14 2018 05 23 16 01 03  2.4669 -0.9633  0.0000  26.7  25.4   0.0 
 14 2018 05 23 16 01 04  3.4344 -0.2064  0.0000  26.7  24.1   0.0 
 14 2018 05 23 16 01 05  3.1509  0.0364  0.0000  26.7  25.4   0.0 
 14 2018 05 23 16 01 06  3.2740  0.3986  0.0000  25.8  23.6   0.0 
 14 2018 05 23 16 01 07  2.3986  0.4072  0.0000  24.9  23.2   0.0 
 14 2018 05 23 16 01 08  2.9436  0.2913  0.0000  24.5  23.6   0.0 
 14 2018 05 23 16 01 09  1.7858  0.8533  0.0000  24.5  22.8   0.0 
 14 2018 05 23 16 01 10  2.7431  0.0856  0.0000  26.7  23.6   0.0 
 14 2018 05 23 16 01 11  3.1099  0.7103  0.0000  25.8  22.8   0.0 
 14 2018 05 23 16 01 12  3.2037  0.4075  0.0000  25.4  24.1   0.0 
 14 2018 05 23 16 01 13  3.2740  0.1289  0.0000  25.4  24.9   0.0 
 14 2018 05 23 16 01 14  2.4508  1.0509  0.0000  25.8  24.9   0.0 
 14 2018 05 23 16 01 15  3.7598 -0.0079  0.0000  24.9  25.4   0.0 
 14 2018 05 23 16 01 16  3.5358  0.7270  0.0000  26.2  24.1   0.0 
 14 2018 05 23 16 01 17  3.0709  0.3474  0.0000  25.4  24.5   0.0 
 14 2018 05 23 16 01 18  2.3369  0.1175  0.0000  26.2  24.1   0.0 
 14 2018 05 23 16 01 19  3.1050  0.0075  0.0000  26.7  24.5   0.0 
 15 2018 05 23 16 01 50  3.1814 -0.1145  0.0000  27.1  25.4   0.0 
 15 2018 05 23 16 01 51  2.9150  0.4455  0.0000  26.7  25.8   0.0 
 15 2018 05 23 16 01 52  3.0673 -0.0049  0.0000  26.2  24.9   0.0 
 15 2018 05 23 16 01 53  2.3268  0.4577  0.0000  26.2  25.4   0.0 
 15 2018 05 23 16 01 54  1.9331 -0.2044  0.0000  26.2  25.4   0.0 
 15 2018 05 23 16 01 55  2.2881  0.1867  0.0000  27.5  24.9   0.0 
 15 2018 05 23 16 01 56  2.7579  0.0394  0.0000  26.7  25.8   0.0 
 15 2018 05 23 16 01 57  3.4544 -0.3035  0.0000  26.2  24.1   0.0 
 15 2018 05 23 16 01 58  2.5138 -0.1444  0.0000  25.8  23.6   0.0 
 15 2018 05 23 16 01 59  3.6614 -0.2510  0.0000  24.9  24.1   0.0 
 15 2018 05 23 16 02 00  2.4669  0.3596  0.0000  24.5  23.6   0.0 
 15 2018 05 23 16 02 01  2.9498 -0.0430  0.0000  27.1  24.1   0.0 
 15 2018 05 23 16 02 02  2.2028  0.2274  0.0000  27.1  24.9   0.0 
 15 2018 05 23 16 02 03  2.5381  0.3077  0.0000  27.9  25.4   0.0 
 15 2018 05 23 16 02 04  2.4147  0.6696  0.0000  26.2  25.8   0.0 
 15 2018 05 23 16 02 05  3.7178  0.0295  0.0000  26.7  24.1   0.0 
 15 2018 05 23 16 02 06  3.3081 -0.3143  0.0000  24.9  24.9   0.0 
 15 2018 05 23 16 02 07  2.5174  0.8766  0.0000  27.9  25.4   0.0 
 15 2018 05 23 16 02 08  2.4472  0.5325  0.0000  26.7  24.5   0.0 
 15 2018 05 23 16 02 09  2.0994  0.3159  0.0000  27.5  24.5   0.0 
 15 2018 05 23 16 02 10  4.6562 -0.2057  0.0000  25.8  24.9   0.0 
 15 2018 05 23 16 02 11  2.4921  0.0328  0.0000  26.2  24.5   0.0 
 15 2018 05 23 16 02 12  3.4154  0.2044  0.0000  25.8  24.1   0.0 
 15 2018 05 23 16 02 13  2.6988  0.0322  0.0000  26.2  26.2   0.0 
 15 2018 05 23 16 02 14  4.5417  0.0922  0.0000  26.2  24.9   0.0 
 15 2018 05 23 16 02 15  3.0404  0.2251  0.0000  25.8  24.1   0.0 
 15 2018 05 23 16 02 16  3.6808 -0.0318  0.0000  28.4  25.4   0.0 
 15 2018 05 23 16 02 17  3.3471 -0.0125  0.0000  26.7  24.5   0.0 
 15 2018 05 23 16 02 18  1.7349  0.6739  0.0000  28.4  26.2   0.0 
 15 2018 05 23 16 02 19  2.0502  0.5627  0.0000  25.4  24.1   0.0 
 15 2018 05 23 16 02 20  2.8648  0.2503  0.0000  26.2  24.1   0.0 
 15 2018 05 23 16 02 21  3.3176  0.4800  0.0000  26.2  24.5   0.0 
 15 2018 05 23 16 02 22  3.0423  0.4846  0.0000  28.4  25.8   0.0 
 15 2018 05 23 16 02 23  2.7349  0.2618  0.0000  26.7  24.5   0.0 
 15 2018 05 23 16 02 24  3.1066  0.1106  0.0000  26.7  24.9   0.0 
 15 2018 05 23 16 02 25  2.8511  0.1913  0.0000  27.1  25.4   0.0 
 15 2018 05 23 16 02 26  1.2152  0.4951  0.0000  26.7  24.5   0.0 
 15 2018 05 23 16 02 27  2.0253  0.7717  0.0000  26.2  24.5   0.0 
 15 2018 05 23 16 02 28  2.3993  0.1247  0.0000  27.5  23.6   0.0 
 15 2018 05 23 16 02 29  2.1962  0.3625  0.0000  25.8  25.4   0.0 
 16 2018 05 23 16 02 56  3.1985 -0.1886  0.0000  27.1  25.8   0.0 
 16 2018 05 23 16 02 57  2.8064 -0.4724  0.0000  27.5  25.8   0.0 
 16 2018 05 23 16 02 58  2.8022  0.1155  0.0000  26.7  24.1   0.0 
 16 2018 05 23 16 02 59  1.8678 -0.3038  0.0000  27.1  26.7   0.0 
 16 2018 05 23 16 03 00  2.0436 -0.1076  0.0000  28.4  27.5   0.0 
 16 2018 05 23 16 03 01  2.7123  0.1516  0.0000  27.5  24.9   0.0 
 16 2018 05 23 16 03 02  3.1798 -0.0535  0.0000  26.7  25.8   0.0 
 16 2018 05 23 16 03 03  2.6850 -0.1437  0.0000  26.2  24.5   0.0 
 16 2018 05 23 16 03 04  2.9629  0.3980  0.0000  27.5  24.9   0.0 
 16 2018 05 23 16 03 05  1.8642 -0.0079  0.0000  26.7  24.1   0.0 
 16 2018 05 23 16 03 06  1.0676  0.3465  0.0000  26.7  24.9   0.0 
 16 2018 05 23 16 03 07  2.7264  0.0157  0.0000  27.1  24.9   0.0 
 16 2018 05 23 16 03 08  2.7228  0.0748  0.0000  26.2  24.5   0.0 
 16 2018 05 23 16 03 09  2.0200  0.7641  0.0000  26.2  24.9   0.0 
 16 2018 05 23 16 03 10  2.6516 -0.2336  0.0000  25.8  25.4   0.0 
