 #  Year Month Day Hour Minute Second VelX VelY VelZ SNR1 SNR2 SNR3 
 ()    () ()  ()   ()   ()   ()  (ft/s) (ft/s) (ft/s) (dB) (dB) (dB)
 16 2018 05 23 16 03 11  2.3665  0.3061  0.0000  27.1  26.2   0.0 
 16 2018 05 23 16 03 12  2.6821  0.1969  0.0000  27.1  24.9   0.0 
 16 2018 05 23 16 03 13  2.2425  0.1102  0.0000  26.7  24.5   0.0 
 16 2018 05 23 16 03 14  3.1289 -0.1381  0.0000  27.5  24.9   0.0 
 16 2018 05 23 16 03 15  1.2605  0.1768  0.0000  26.7  25.8   0.0 
 16 2018 05 23 16 03 16  2.6322 -0.4649  0.0000  27.5  26.7   0.0 
 16 2018 05 23 16 03 17  1.9216 -0.3245  0.0000  27.5  24.9   0.0 
 16 2018 05 23 16 03 18  1.6749 -0.2815  0.0000  25.8  24.9   0.0 
 16 2018 05 23 16 03 19  2.2635  0.3087  0.0000  26.7  25.4   0.0 
 16 2018 05 23 16 03 20  3.4341  0.0594  0.0000  26.2  26.2   0.0 
 16 2018 05 23 16 03 21  2.2221 -0.3100  0.0000  26.7  25.4   0.0 
 16 2018 05 23 16 03 22  1.3448  0.0390  0.0000  28.4  26.2   0.0 
 16 2018 05 23 16 03 23  2.6670  0.0630  0.0000  26.7  25.8   0.0 
 16 2018 05 23 16 03 24  2.8780 -0.4580  0.0000  25.8  25.4   0.0 
 16 2018 05 23 16 03 25  3.0981 -0.3100  0.0000  25.4  25.4   0.0 
 16 2018 05 23 16 03 26  1.5584 -0.1138  0.0000  24.9  24.1   0.0 
 16 2018 05 23 16 03 27  1.6276  0.2759  0.0000  26.2  25.4   0.0 
 16 2018 05 23 16 03 28  2.1624  0.1936  0.0000  27.1  24.9   0.0 
 16 2018 05 23 16 03 29  3.0131 -0.5154  0.0000  26.7  24.9   0.0 
 16 2018 05 23 16 03 30  2.0144  0.1142  0.0000  25.8  24.5   0.0 
 16 2018 05 23 16 03 31  3.6969 -0.0341  0.0000  27.1  25.4   0.0 
 16 2018 05 23 16 03 32  2.3222 -0.1355  0.0000  28.8  27.1   0.0 
 16 2018 05 23 16 03 33  3.6791 -0.5072  0.0000  25.8  23.6   0.0 
 16 2018 05 23 16 03 34  3.1437 -0.1191  0.0000  26.2  24.9   0.0 
 16 2018 05 23 16 03 35  2.1181 -0.2884  0.0000  26.7  25.8   0.0 
 17 2018 05 23 16 04 02  2.0673 -0.3553  0.0000  25.8  26.2   0.0 
 17 2018 05 23 16 04 03  2.4045  0.1827  0.0000  25.4  24.5   0.0 
 17 2018 05 23 16 04 04  1.0823  0.1978  0.0000  25.4  25.8   0.0 
 17 2018 05 23 16 04 05  2.7333 -0.0597  0.0000  27.5  26.7   0.0 
 17 2018 05 23 16 04 06  3.6207  0.1768  0.0000  25.4  24.5   0.0 
 17 2018 05 23 16 04 07  2.3891 -0.1191  0.0000  25.8  25.8   0.0 
 17 2018 05 23 16 04 08  1.5971 -0.1883  0.0000  27.1  24.5   0.0 
 17 2018 05 23 16 04 09  2.1145  0.1936  0.0000  26.2  26.2   0.0 
 17 2018 05 23 16 04 10  2.7910 -0.6102  0.0000  24.9  25.4   0.0 
 17 2018 05 23 16 04 11  2.6539  0.2894  0.0000  26.2  24.5   0.0 
 17 2018 05 23 16 04 12  2.9180 -0.0689  0.0000  27.5  26.7   0.0 
 17 2018 05 23 16 04 13  2.2280 -0.2047  0.0000  25.4  24.1   0.0 
 17 2018 05 23 16 04 14  3.5282  0.8077  0.0000  26.7  24.5   0.0 
 17 2018 05 23 16 04 15  2.6037  0.0794  0.0000  25.8  25.4   0.0 
 17 2018 05 23 16 04 16  2.4616  0.1637  0.0000  25.8  24.5   0.0 
 17 2018 05 23 16 04 17  1.9226  0.0066  0.0000  25.4  24.1   0.0 
 17 2018 05 23 16 04 18  2.1821  0.0997  0.0000  27.1  25.4   0.0 
 17 2018 05 23 16 04 19  3.6844 -0.8671  0.0000  25.4  25.8   0.0 
 17 2018 05 23 16 04 20  2.5184 -0.0075  0.0000  25.4  25.8   0.0 
 17 2018 05 23 16 04 21  2.0371  0.2890  0.0000  26.7  24.9   0.0 
 17 2018 05 23 16 04 22  2.4367 -0.0676  0.0000  25.8  24.5   0.0 
 17 2018 05 23 16 04 23  2.5958  0.0778  0.0000  25.8  24.1   0.0 
 17 2018 05 23 16 04 24  1.8041 -0.2234  0.0000  25.8  25.4   0.0 
 17 2018 05 23 16 04 25  3.0794  0.2306  0.0000  25.4  24.1   0.0 
 17 2018 05 23 16 04 26  2.4035 -0.0259  0.0000  27.1  26.2   0.0 
 17 2018 05 23 16 04 27  2.4249  0.0594  0.0000  25.8  25.4   0.0 
 17 2018 05 23 16 04 28  1.8199  0.1132  0.0000  25.8  24.9   0.0 
 17 2018 05 23 16 04 29  2.8573  0.1319  0.0000  26.7  24.5   0.0 
 17 2018 05 23 16 04 30  1.7713  0.2713  0.0000  26.2  24.9   0.0 
 17 2018 05 23 16 04 31  1.7897 -0.3858  0.0000  25.4  24.1   0.0 
 17 2018 05 23 16 04 32  2.8002 -0.4616  0.0000  26.2  24.1   0.0 
 17 2018 05 23 16 04 33  2.2703  0.4377  0.0000  27.1  24.9   0.0 
 17 2018 05 23 16 04 34  0.7346 -0.4501  0.0000  26.7  26.7   0.0 
 17 2018 05 23 16 04 35  1.9882 -0.2343  0.0000  28.8  27.9   0.0 
 17 2018 05 23 16 04 36  1.7940 -0.2103  0.0000  26.7  24.9   0.0 
 17 2018 05 23 16 04 37  0.7323 -0.0075  0.0000  27.9  25.8   0.0 
 17 2018 05 23 16 04 38  0.9911  0.0866  0.0000  26.2  24.9   0.0 
 17 2018 05 23 16 04 39  3.2556  0.2320  0.0000  25.8  26.2   0.0 
 17 2018 05 23 16 04 40  1.5922 -0.2556  0.0000  27.1  24.9   0.0 
 17 2018 05 23 16 04 41  2.6529 -0.6542  0.0000  26.2  24.9   0.0 
 18 2018 05 23 16 05 13  2.8261  0.2408  0.0000  26.7  25.4   0.0 
 18 2018 05 23 16 05 14  2.1877  0.3120  0.0000  26.7  24.1   0.0 
 18 2018 05 23 16 05 15  0.5945 -0.0791  0.0000  25.8  24.5   0.0 
 18 2018 05 23 16 05 16  0.9843  0.2589  0.0000  24.9  23.6   0.0 
 18 2018 05 23 16 05 17  2.7874  0.1450  0.0000  25.8  23.6   0.0 
 18 2018 05 23 16 05 18  4.5866 -0.1027  0.0000  25.4  24.1   0.0 
 18 2018 05 23 16 05 19  2.7720  0.0118  0.0000  26.2  25.4   0.0 
 18 2018 05 23 16 05 20  2.7589 -0.0174  0.0000  25.4  23.6   0.0 
 18 2018 05 23 16 05 21  2.3278  0.3425  0.0000  25.8  24.1   0.0 
 18 2018 05 23 16 05 22  2.4429  0.0249  0.0000  24.9  24.5   0.0 
 18 2018 05 23 16 05 23  1.4728  0.2726  0.0000  26.2  24.5   0.0 
 18 2018 05 23 16 05 24  2.7224  0.1411  0.0000  25.8  24.1   0.0 
 18 2018 05 23 16 05 25  2.7690 -0.3389  0.0000  25.4  24.1   0.0 
 18 2018 05 23 16 05 26  2.4544  0.1601  0.0000  27.1  25.4   0.0 
 18 2018 05 23 16 05 27  2.6952  0.2602  0.0000  27.1  25.4   0.0 
 18 2018 05 23 16 05 28  2.3356  0.2520  0.0000  25.4  23.2   0.0 
 18 2018 05 23 16 05 29  3.0052  0.0184  0.0000  24.9  24.1   0.0 
 18 2018 05 23 16 05 30  2.7234  0.1575  0.0000  25.4  24.1   0.0 
 18 2018 05 23 16 05 31  2.9009  0.1939  0.0000  26.7  25.4   0.0 
 18 2018 05 23 16 05 32  2.9793  0.2064  0.0000  25.8  24.5   0.0 
 18 2018 05 23 16 05 33  2.1522  0.2477  0.0000  25.8  24.5   0.0 
 18 2018 05 23 16 05 34  1.8133  0.1135  0.0000  24.9  24.5   0.0 
 18 2018 05 23 16 05 35  2.9449  0.1742  0.0000  26.2  24.1   0.0 
 18 2018 05 23 16 05 36  2.9898 -0.0712  0.0000  24.5  24.9   0.0 
 18 2018 05 23 16 05 37  5.0581  0.1007  0.0000  25.4  24.5   0.0 
 18 2018 05 23 16 05 38  2.6555  0.0495  0.0000  25.4  24.1   0.0 
 18 2018 05 23 16 05 39  3.0289  0.3924  0.0000  26.2  24.9   0.0 
 18 2018 05 23 16 05 40  2.5988  0.1129  0.0000  26.2  25.4   0.0 
 18 2018 05 23 16 05 41  2.9741  0.0082  0.0000  25.4  23.6   0.0 
 18 2018 05 23 16 05 42  2.5512  0.3524  0.0000  25.4  24.9   0.0 
 18 2018 05 23 16 05 43  4.4186  0.6690  0.0000  25.4  24.5   0.0 
 18 2018 05 23 16 05 44  4.6240 -0.1316  0.0000  25.4  24.9   0.0 
 18 2018 05 23 16 05 45  2.5157  0.3780  0.0000  27.1  25.4   0.0 
 18 2018 05 23 16 05 46  2.6352  0.2651  0.0000  25.8  24.5   0.0 
 18 2018 05 23 16 05 47  2.5591  0.2579  0.0000  26.7  24.5   0.0 
 18 2018 05 23 16 05 48  2.9531  0.4308  0.0000  26.2  24.5   0.0 
 18 2018 05 23 16 05 49  3.4577  0.2405  0.0000  27.1  24.1   0.0 
 18 2018 05 23 16 05 50  2.6453 -0.1601  0.0000  27.5  24.9   0.0 
 18 2018 05 23 16 05 51  3.1070  0.1955  0.0000  24.9  23.6   0.0 
 18 2018 05 23 16 05 52  2.5226  0.0525  0.0000  24.9  23.6   0.0 
 19 2018 05 23 16 06 27  2.0354  0.0755  0.0000  25.8  23.2   0.0 
 19 2018 05 23 16 06 28  1.5312  0.2618  0.0000  25.4  24.5   0.0 
 19 2018 05 23 16 06 29  2.2631  0.6591  0.0000  25.8  24.5   0.0 
 19 2018 05 23 16 06 30  2.2808  0.4564  0.0000  25.8  24.5   0.0 
 19 2018 05 23 16 06 31  1.0781  0.2362  0.0000  26.2  24.9   0.0 
 19 2018 05 23 16 06 32  1.7037  0.2031  0.0000  24.9  23.6   0.0 
 19 2018 05 23 16 06 33  2.5886  0.3215  0.0000  26.2  24.9   0.0 
 19 2018 05 23 16 06 34  2.5400  0.4721  0.0000  25.8  24.1   0.0 
 19 2018 05 23 16 06 35  1.2730  1.0344  0.0000  24.5  24.5   0.0 
 19 2018 05 23 16 06 36  1.9928  0.2503  0.0000  25.8  25.4   0.0 
 19 2018 05 23 16 06 37  1.7707  0.2657  0.0000  25.8  24.9   0.0 
 19 2018 05 23 16 06 38  2.2546  0.5361  0.0000  27.1  26.2   0.0 
 19 2018 05 23 16 06 39  2.0295  0.0423  0.0000  26.2  24.5   0.0 
 19 2018 05 23 16 06 40  2.9147  0.1142  0.0000  26.2  24.1   0.0 
 19 2018 05 23 16 06 41  2.0846 -0.1014  0.0000  25.8  23.2   0.0 
 19 2018 05 23 16 06 42  3.0722  0.0846  0.0000  27.1  26.7   0.0 
 19 2018 05 23 16 06 43  2.0863 -0.1824  0.0000  26.7  24.9   0.0 
 19 2018 05 23 16 06 44  2.0269  0.8566  0.0000  25.4  22.4   0.0 
 19 2018 05 23 16 06 45  1.6549  0.2720  0.0000  26.2  24.1   0.0 
 19 2018 05 23 16 06 46  2.0285  0.3684  0.0000  26.2  25.4   0.0 
 19 2018 05 23 16 06 47  2.2684  0.1470  0.0000  25.4  24.5   0.0 
 19 2018 05 23 16 06 48  2.6762  0.3320  0.0000  26.2  25.8   0.0 
 19 2018 05 23 16 06 49  2.0863 -0.1473  0.0000  26.2  25.4   0.0 
 19 2018 05 23 16 06 50  2.3596  0.3547  0.0000  25.4  23.6   0.0 
 19 2018 05 23 16 06 51  2.0367  0.0436  0.0000  25.8  23.6   0.0 
 19 2018 05 23 16 06 52  0.4764  0.0351  0.0000  25.8  25.8   0.0 
 19 2018 05 23 16 06 53  2.3953  0.4426  0.0000  26.2  24.1   0.0 
 19 2018 05 23 16 06 54  2.5853  0.3366  0.0000  26.2  24.1   0.0 
 19 2018 05 23 16 06 55  2.1673  0.5741  0.0000  26.7  24.9   0.0 
 19 2018 05 23 16 06 56  2.4495  0.2070  0.0000  25.8  24.9   0.0 
 19 2018 05 23 16 06 57  2.1378  0.0676  0.0000  26.2  24.5   0.0 
 19 2018 05 23 16 06 58  2.4970  0.1654  0.0000  26.2  24.1   0.0 
 19 2018 05 23 16 06 59  2.0102  0.3553  0.0000  26.2  24.9   0.0 
 19 2018 05 23 16 07 00  2.5354  0.6988  0.0000  25.8  24.5   0.0 
 19 2018 05 23 16 07 01  3.9272  0.3176  0.0000  26.2  24.9   0.0 
 19 2018 05 23 16 07 02  2.8402  0.3839  0.0000  25.4  23.6   0.0 
 19 2018 05 23 16 07 03  1.8829  0.4222  0.0000  27.5  23.6   0.0 
 19 2018 05 23 16 07 04  2.4629  0.0538  0.0000  27.9  26.2   0.0 
 19 2018 05 23 16 07 05  1.9587 -0.2546  0.0000  25.4  24.1   0.0 
 19 2018 05 23 16 07 06  2.0915  0.1188  0.0000  24.9  24.5   0.0 
 20 2018 05 23 16 07 35  1.6125 -0.0341  0.0000  26.2  23.2   0.0 
 20 2018 05 23 16 07 36  2.9413 -0.7464  0.0000  27.9  26.2   0.0 
 20 2018 05 23 16 07 37  2.5430  0.7920  0.0000  25.4  26.2   0.0 
 20 2018 05 23 16 07 38  2.5528  0.1368  0.0000  24.9  25.4   0.0 
 20 2018 05 23 16 07 39  2.4767  0.5220  0.0000  25.8  24.5   0.0 
 20 2018 05 23 16 07 40  2.3960  0.3950  0.0000  25.4  25.4   0.0 
 20 2018 05 23 16 07 41  2.6322  0.6083  0.0000  26.7  25.8   0.0 
 20 2018 05 23 16 07 42  2.5594  0.5984  0.0000  26.2  24.9   0.0 
 20 2018 05 23 16 07 43  2.6952  0.6414  0.0000  27.1  25.4   0.0 
 20 2018 05 23 16 07 44  2.6545  0.5643  0.0000  25.4  24.1   0.0 
 20 2018 05 23 16 07 45  2.6591  0.2635  0.0000  25.4  25.4   0.0 
 20 2018 05 23 16 07 46  2.6660  0.3507  0.0000  24.9  24.5   0.0 
 20 2018 05 23 16 07 47  2.5394  0.7244  0.0000  27.1  26.7   0.0 
 20 2018 05 23 16 07 48  2.0233  0.3944  0.0000  26.2  24.9   0.0 
 20 2018 05 23 16 07 49  2.6739  0.8136  0.0000  26.2  25.4   0.0 
 20 2018 05 23 16 07 50  2.7005  0.2913  0.0000  26.2  24.1   0.0 
 20 2018 05 23 16 07 51  2.7877  0.6555  0.0000  27.5  24.9   0.0 
 20 2018 05 23 16 07 52  2.5377  0.6752  0.0000  25.4  24.5   0.0 
 20 2018 05 23 16 07 53  2.3376  0.4078  0.0000  26.2  25.8   0.0 
 20 2018 05 23 16 07 54  2.3720  0.4206  0.0000  25.4  24.9   0.0 
 20 2018 05 23 16 07 55  2.6345  0.4347  0.0000  24.9  24.5   0.0 
 20 2018 05 23 16 07 56  2.2884  0.5715  0.0000  26.2  24.1   0.0 
 20 2018 05 23 16 07 57  2.9613  0.3442  0.0000  27.9  26.2   0.0 
 20 2018 05 23 16 07 58  1.3993  0.2320  0.0000  26.7  24.9   0.0 
 20 2018 05 23 16 07 59  2.7260  0.6483  0.0000  27.1  24.9   0.0 
 20 2018 05 23 16 08 00  2.4511 -0.0023  0.0000  27.5  26.7   0.0 
 20 2018 05 23 16 08 01  2.2717  0.5397  0.0000  24.9  25.8   0.0 
 20 2018 05 23 16 08 02  2.8146  0.4124  0.0000  25.4  24.9   0.0 
 20 2018 05 23 16 08 03  2.3094  0.3031  0.0000  25.4  25.4   0.0 
 20 2018 05 23 16 08 04  2.8468  0.5217  0.0000  24.9  24.9   0.0 
 20 2018 05 23 16 08 05  2.7336  0.5860  0.0000  25.8  25.4   0.0 
 20 2018 05 23 16 08 06  2.7949  0.3655  0.0000  25.8  24.5   0.0 
 20 2018 05 23 16 08 07  2.6198  0.4728  0.0000  26.2  25.4   0.0 
 20 2018 05 23 16 08 08  2.5906  0.8960  0.0000  26.7  25.4   0.0 
 20 2018 05 23 16 08 09  0.2956  0.1224  0.0000  26.7  25.4   0.0 
 20 2018 05 23 16 08 10  2.7165  0.4931  0.0000  26.2  24.5   0.0 
 20 2018 05 23 16 08 11  2.6864  0.5512  0.0000  26.2  25.8   0.0 
 20 2018 05 23 16 08 12  2.6263 -0.3363  0.0000  25.8  25.8   0.0 
 20 2018 05 23 16 08 13  2.6070  0.3369  0.0000  26.2  26.2   0.0 
 20 2018 05 23 16 08 14  2.7182  0.5991  0.0000  26.2  26.2   0.0 
 21 2018 05 23 16 08 51  2.3806  0.2795  0.0000  27.1  25.8   0.0 
 21 2018 05 23 16 08 52  2.4852  0.3996  0.0000  25.8  26.2   0.0 
 21 2018 05 23 16 08 53  2.4432  0.5226  0.0000  26.7  25.8   0.0 
 21 2018 05 23 16 08 54  1.9839  0.1329  0.0000  27.1  24.9   0.0 
 21 2018 05 23 16 08 55  2.0643  0.7001  0.0000  26.7  25.4   0.0 
 21 2018 05 23 16 08 56  3.9364  0.6132  0.0000  26.7  27.1   0.0 
 21 2018 05 23 16 08 57  2.0623 -0.0069  0.0000  27.1  25.8   0.0 
 21 2018 05 23 16 08 58  2.4944  0.4012  0.0000  27.1  26.7   0.0 
 21 2018 05 23 16 08 59  2.0518  0.4042  0.0000  27.1  25.8   0.0 
 21 2018 05 23 16 09 00  2.1165  0.5089  0.0000  27.5  25.8   0.0 
 21 2018 05 23 16 09 01  2.4245  0.8314  0.0000  28.4  26.2   0.0 
 21 2018 05 23 16 09 02  2.3822  0.1037  0.0000  25.4  25.4   0.0 
 21 2018 05 23 16 09 03  2.0919  0.6155  0.0000  27.9  27.5   0.0 
 21 2018 05 23 16 09 04  1.0568  0.4288  0.0000  28.4  27.1   0.0 
 21 2018 05 23 16 09 05  2.1788  0.3612  0.0000  28.4  26.2   0.0 
 21 2018 05 23 16 09 06  2.1585  0.2989  0.0000  31.0  29.7   0.0 
 21 2018 05 23 16 09 07  2.1394  0.7238  0.0000  27.5  25.8   0.0 
 21 2018 05 23 16 09 08  1.6637  0.2169  0.0000  25.8  25.4   0.0 
 21 2018 05 23 16 09 09  2.5492  0.5909  0.0000  26.2  25.4   0.0 
 21 2018 05 23 16 09 10  2.1499 -0.2648  0.0000  27.1  25.8   0.0 
 21 2018 05 23 16 09 11  2.6040  0.7175  0.0000  29.2  27.9   0.0 
 21 2018 05 23 16 09 12  2.6709  0.1975  0.0000  27.9  25.4   0.0 
 21 2018 05 23 16 09 13  1.9354  0.1699  0.0000  27.1  25.8   0.0 
 21 2018 05 23 16 09 14  2.1591 -0.0722  0.0000  28.4  26.7   0.0 
 21 2018 05 23 16 09 15  1.7339  0.5472  0.0000  27.5  24.5   0.0 
 21 2018 05 23 16 09 16  1.5246  0.5922  0.0000  27.1  25.8   0.0 
 21 2018 05 23 16 09 17  2.4711  0.7136  0.0000  27.9  25.8   0.0 
 21 2018 05 23 16 09 18  2.3970  0.1883  0.0000  27.5  25.8   0.0 
 21 2018 05 23 16 09 19  1.6900  0.0131  0.0000  26.7  25.8   0.0 
 21 2018 05 23 16 09 20  2.2963  0.5538  0.0000  27.5  25.4   0.0 
 21 2018 05 23 16 09 21  2.1125  0.4577  0.0000  26.2  24.9   0.0 
 21 2018 05 23 16 09 22  2.1033  0.1516  0.0000  27.9  26.2   0.0 
 21 2018 05 23 16 09 23  2.0085  0.3957  0.0000  27.5  24.9   0.0 
 21 2018 05 23 16 09 24  2.0869  0.4085  0.0000  28.4  27.1   0.0 
 21 2018 05 23 16 09 25  2.5128  0.2844  0.0000  26.2  25.4   0.0 
 21 2018 05 23 16 09 26  2.3186  0.2290  0.0000  28.4  26.7   0.0 
 21 2018 05 23 16 09 27  0.4124  0.1811  0.0000  26.2  26.7   0.0 
 21 2018 05 23 16 09 28  2.5620  0.1631  0.0000  27.5  25.4   0.0 
 21 2018 05 23 16 09 29  2.4245  0.2779  0.0000  26.7  25.4   0.0 
 21 2018 05 23 16 09 30  2.3743  0.0538  0.0000  27.1  27.5   0.0 
 22 2018 05 23 16 10 07  2.9111  0.7146  0.0000  26.7  26.2   0.0 
 22 2018 05 23 16 10 08  2.8684  0.4255  0.0000  29.2  27.1   0.0 
 22 2018 05 23 16 10 09  2.3963  0.4701  0.0000  29.7  27.9   0.0 
 22 2018 05 23 16 10 10  1.4199  0.2031  0.0000  29.7  28.8   0.0 
 22 2018 05 23 16 10 11  2.7520 -0.0571  0.0000  27.5  27.1   0.0 
 22 2018 05 23 16 10 12  3.0085 -0.0968  0.0000  27.9  27.5   0.0 
 22 2018 05 23 16 10 13  3.0679  0.4642  0.0000  27.1  27.5   0.0 
 22 2018 05 23 16 10 14  3.1995 -0.0951  0.0000  25.8  25.4   0.0 
 22 2018 05 23 16 10 15  3.7339  0.8235  0.0000  27.1  26.7   0.0 
 22 2018 05 23 16 10 16  2.4373  0.2247  0.0000  27.1  26.2   0.0 
 22 2018 05 23 16 10 17  3.2585  0.1594  0.0000  28.8  27.1   0.0 
 22 2018 05 23 16 10 18  3.3123  0.1686  0.0000  28.8  25.8   0.0 
 22 2018 05 23 16 10 19  3.8881 -0.1424  0.0000  31.0  28.8   0.0 
 22 2018 05 23 16 10 20  3.7352  0.5794  0.0000  27.5  26.2   0.0 
 22 2018 05 23 16 10 21  2.2293 -0.0233  0.0000  27.5  26.7   0.0 
 22 2018 05 23 16 10 22  2.6542 -0.2152  0.0000  27.5  24.9   0.0 
 22 2018 05 23 16 10 23  2.6965 -0.1506  0.0000  27.9  26.2   0.0 
 22 2018 05 23 16 10 24  2.5787  0.3009  0.0000  29.2  27.1   0.0 
 22 2018 05 23 16 10 25  3.2205  0.3898  0.0000  30.5  27.1   0.0 
 22 2018 05 23 16 10 26  3.4416  0.5230  0.0000  28.8  27.5   0.0 
 22 2018 05 23 16 10 27  2.7995 -0.1332  0.0000  28.4  26.7   0.0 
 22 2018 05 23 16 10 28  3.7969  0.0443  0.0000  27.9  25.4   0.0 
 22 2018 05 23 16 10 29  2.6716  0.4856  0.0000  31.0  28.4   0.0 
 22 2018 05 23 16 10 30  3.6854  0.0285  0.0000  27.5  25.4   0.0 
 22 2018 05 23 16 10 31  3.8533  0.2060  0.0000  26.2  24.9   0.0 
 22 2018 05 23 16 10 32  3.5305  0.1362  0.0000  28.8  27.1   0.0 
 22 2018 05 23 16 10 33  2.7871  0.8163  0.0000  29.2  28.4   0.0 
 22 2018 05 23 16 10 34  2.8038  0.1936  0.0000  26.7  26.2   0.0 
 22 2018 05 23 16 10 35  4.2454 -0.0860  0.0000  28.8  28.8   0.0 
 22 2018 05 23 16 10 36  1.3550  0.3133  0.0000  27.5  25.8   0.0 
 22 2018 05 23 16 10 37  3.2221 -0.3904  0.0000  26.2  24.9   0.0 
 22 2018 05 23 16 10 38  4.0502  0.5623  0.0000  27.9  26.2   0.0 
 22 2018 05 23 16 10 39  3.3054  0.1296  0.0000  27.5  26.7   0.0 
 22 2018 05 23 16 10 40  2.8963 -0.0902  0.0000  26.7  25.4   0.0 
 22 2018 05 23 16 10 41  5.3409  1.0650  0.0000  29.2  27.9   0.0 
 22 2018 05 23 16 10 42  3.6447  0.7415  0.0000  28.8  27.1   0.0 
 22 2018 05 23 16 10 43  3.5823  1.1427  0.0000  30.1  27.9   0.0 
 22 2018 05 23 16 10 44  3.5394  0.2690  0.0000  29.2  27.5   0.0 
 22 2018 05 23 16 10 45  3.3081  0.4088  0.0000  28.8  28.4   0.0 
 22 2018 05 23 16 10 46  2.5394 -0.0787  0.0000  29.7  26.7   0.0 
 23 2018 05 23 16 11 28  2.9157  0.3087  0.0000  29.7  28.8   0.0 
 23 2018 05 23 16 11 29  1.7874  0.3950  0.0000  31.0  27.9   0.0 
 23 2018 05 23 16 11 30  3.5427  0.5295  0.0000  29.2  27.1   0.0 
 23 2018 05 23 16 11 31  3.7844  0.2631  0.0000  28.4  27.1   0.0 
 23 2018 05 23 16 11 32  2.7280  0.4495  0.0000  28.4  27.9   0.0 
 23 2018 05 23 16 11 33  2.6296  0.4862  0.0000  28.4  27.9   0.0 
 23 2018 05 23 16 11 34  2.5180  0.1939  0.0000  28.8  27.9   0.0 
 23 2018 05 23 16 11 35  3.0758  0.5876  0.0000  26.7  24.9   0.0 
 23 2018 05 23 16 11 36  1.9455  0.2431  0.0000  28.4  27.9   0.0 
 23 2018 05 23 16 11 37  3.0305 -0.0889  0.0000  28.4  27.5   0.0 
 23 2018 05 23 16 11 38  4.5502  0.1365  0.0000  29.7  27.5   0.0 
 23 2018 05 23 16 11 39  3.3960  0.0791  0.0000  32.3  31.0   0.0 
 23 2018 05 23 16 11 40  4.2149  0.4793  0.0000  31.0  29.2   0.0 
 23 2018 05 23 16 11 41  2.5820  0.8494  0.0000  27.9  24.9   0.0 
 23 2018 05 23 16 11 42  3.4019  0.2129  0.0000  28.8  26.2   0.0 
 23 2018 05 23 16 11 43  2.4285  0.5879  0.0000  27.9  27.1   0.0 
 23 2018 05 23 16 11 44  3.8474 -0.0889  0.0000  29.7  27.1   0.0 
 23 2018 05 23 16 11 45  2.6506  0.8510  0.0000  30.5  29.7   0.0 
 23 2018 05 23 16 11 46  2.7231  0.8084  0.0000  28.8  27.1   0.0 
 23 2018 05 23 16 11 47  3.4695  0.0932  0.0000  29.2  27.5   0.0 
 23 2018 05 23 16 11 48  1.8832  0.6407  0.0000  27.9  24.9   0.0 
 23 2018 05 23 16 11 49  2.4593 -0.4577  0.0000  27.9  25.8   0.0 
 23 2018 05 23 16 11 50  2.4941  0.4852  0.0000  27.9  26.7   0.0 
 23 2018 05 23 16 11 51  3.2520  0.2946  0.0000  28.4  25.4   0.0 
 23 2018 05 23 16 11 52  2.8832  0.9993  0.0000  27.1  23.6   0.0 
 23 2018 05 23 16 11 53  2.4383  0.4882  0.0000  26.7  25.4   0.0 
 23 2018 05 23 16 11 54  3.3635 -0.2133  0.0000  28.4  27.1   0.0 
 23 2018 05 23 16 11 55  2.3652  0.6293  0.0000  30.1  27.5   0.0 
 23 2018 05 23 16 11 56  2.6476  0.3015  0.0000  31.4  29.2   0.0 
 23 2018 05 23 16 11 57  2.1663  0.6273  0.0000  27.9  27.1   0.0 
 23 2018 05 23 16 11 58  2.9505  0.5630  0.0000  29.7  27.9   0.0 
 23 2018 05 23 16 11 59  0.6404  0.9016  0.0000  29.2  28.8   0.0 
 23 2018 05 23 16 12 00  5.0981  0.7874  0.0000  28.4  26.7   0.0 
 23 2018 05 23 16 12 01  2.4495  0.3671  0.0000  30.1  29.7   0.0 
 23 2018 05 23 16 12 02  2.0472  0.3648  0.0000  27.9  25.8   0.0 
 23 2018 05 23 16 12 03  1.7999 -0.4206  0.0000  28.4  27.5   0.0 
 23 2018 05 23 16 12 04  1.8783  0.5417  0.0000  28.4  26.2   0.0 
 23 2018 05 23 16 12 05  2.4810  0.2972  0.0000  27.1  24.9   0.0 
 23 2018 05 23 16 12 06  3.4708  0.1378  0.0000  32.3  31.8   0.0 
 23 2018 05 23 16 12 07  1.2651  0.4760  0.0000  29.7  28.4   0.0 
 24 2018 05 23 16 12 37  2.2621  0.4869  0.0000  27.1  26.7   0.0 
 24 2018 05 23 16 12 38  2.4186  0.3901  0.0000  27.9  26.7   0.0 
 24 2018 05 23 16 12 39  1.6762  0.2940  0.0000  29.7  28.4   0.0 
 24 2018 05 23 16 12 40 -0.5269 -0.6112  0.0000  27.5  27.5   0.0 
 24 2018 05 23 16 12 41  2.8829  0.3474  0.0000  27.5  27.1   0.0 
 24 2018 05 23 16 12 42  2.8140  0.0292  0.0000  27.9  28.4   0.0 
 24 2018 05 23 16 12 43 -0.1083 -0.5046  0.0000  27.5  27.5   0.0 
 24 2018 05 23 16 12 44  1.9078 -0.3432  0.0000  27.1  24.9   0.0 
 24 2018 05 23 16 12 45  3.5354  0.3553  0.0000  25.8  25.4   0.0 
